doc_id,interventions,doc
18077611,['Zostavax'],"A double-blind, randomized, controlled, multicenter safety and immunogenicity study of a refrigerator-stable formulation of Zostavax.

The vaccine Zostavax has been shown to prevent herpes zoster (HZ) and postherpetic neuralgia and is recommended for individuals > or =60 years of age. This study compared the safety and the immunogenicity of a refrigerator-stable formulation (Zostavax refrigerated) with those of the current formulation (Zostavax frozen) in subjects > or =50 years of age. Subjects with a negative history for HZ were randomized 1:1 to receive one dose of either formulation. Enrollment was stratified 1:2 by age (50 to 59 years and > or =60 years). Safety was evaluated for 28 days postvaccination. Varicella-zoster virus (VZV) antibody responses were measured by a glycoprotein enzyme-linked immunosorbent assay (gpELISA). The primary endpoints were the VZV antibody geometric mean titer (GMT; day 28), the VZV antibody geometric mean rise (GMR; days 1 to 28), and the incidence of vaccine-related serious adverse experiences (AEs) over 28 days. The refrigerated (n = 182) and frozen (n = 185) formulations induced similar GMTs (727.4 and 834.4 gpELISA units/ml, respectively); the estimated GMT ratio (refrigerated formulation/frozen formulation) was 0.87 (95% confidence interval, 0.71 to 1.07). The GMRs were 2.6- and 2.9-fold, respectively. No vaccine-related serious AEs were reported in either group, and the safety profiles of the formulations were generally similar. The frequencies of injection-site AEs during follow-up were 35.6% and 46.4% in the refrigerated and the frozen formulation groups, respectively, and were generally mild. The frequencies of systemic AEs were similar in the two groups, and those of vaccine-related AEs were approximately 6% in both groups. The refrigerator-stable formulation of Zostavax has an acceptable safety profile and is as immunogenic as the frozen formulation; thus, the vaccine may be used in clinical settings where freezer availability is limited.

"
18189160,"['FEC', 'epirubicin', 'fluorouracil/epirubicin/cyclophosphamide ( FEC', 'FEC ( 60', 'FEC ( 100', 'FEC ( 75', 'FEC ( 90', 'pegfilgrastim', 'FEC ( 90 )']","Feasibility of two dose-dense FEC regimens with growth factor support for adjuvant therapy in patients with early breast cancer: results from a randomised study of the Central European Cooperative Oncology Group (CECOG).

Addition of epirubicin to adjuvant chemotherapy can provide important benefits for patients with early breast cancer, but the optimal dose remains unclear. Further improvements can be achieved with dose-dense regimens, but densification of fluorouracil/epirubicin/cyclophosphamide (FEC) has proved difficult, with FEC(60) providing little benefit over standard chemotherapy and FEC(100) associated with toxicity. We investigated the feasibility of two intermediate dose-dense FEC regimens. Patients were randomised to six cycles of FEC(75) or FEC(90), with all three drugs given on day 1 of each 14-day cycle. Patients also received pegfilgrastim 6 mg as a single subcutaneous injection on day 2 of each cycle. The primary efficacy endpoint was the proportion of subjects receiving > or =85% relative dose intensity and was achieved by 96% and 88% of patients in the FEC(75) and FEC(90) arms, respectively. Of 147 FEC(75) infusions, 4.1% were delayed, while 9.8% of 143 FEC(90) infusions were delayed. The most common reasons for delay were adverse events and personal/logistical reasons. One dose reduction occurred during the study (FEC(90)), related to diarrhoea. Grade 3-4 haematological toxicities were reported in two patients in the FEC(90) arm. There were no incidences of febrile neutropenia during the study. The most common adverse events were increases in liver enzymes and gastrointestinal events; no event resulted in discontinuation. Only one patient (FEC(90)) experienced serious adverse events (vomiting and throat oedema). In conclusion, dose-dense FEC(75 )and FEC(90) are feasible with pegfilgrastim support. These regimens are associated with a very low risk of Grade 3-4 toxicity.

"
18229990,"['joint attention', 'play interventions', 'joint attention ( JA', 'symbolic play ( SP', 'JA', 'SP']","Language outcome in autism: randomized comparison of joint attention and play interventions.

This study reports results of a randomized controlled trial aimed at joint attention (JA) and symbolic play (SP) in preschool children with autism, with prediction to language outcome 12 months later. Participants were 58 children (46 boys) with autism between 3 and 4 years of age. Children were randomized to a JA intervention, an SP intervention, or control group. Interventions were conducted 30 min daily for 5-6 weeks. Assessments of JA skills, SP skills, mother-child interactions, and language development were collected at 4 time points: pre- and postintervention and 6 and 12 months postintervention by independent testers. Results indicate that expressive language gains were greater for both treatment groups compared with the control group, and results could not be explained by differences in other interventions in which children participated. For children beginning treatment with the lowest language levels, the JA intervention improved language outcome significantly more than did the SP or control interventions. These findings suggest clinically significant benefits of actively treating JA and SP skills in young children with autism.

"
18337284,"['amoxicillin', 'penicillin V', 'penicillin']","Once-daily amoxicillin versus twice-daily penicillin V in group A beta-haemolytic streptococcal pharyngitis.

BACKGROUND Rheumatic fever is a preventable chronic disease preceded by group A beta-haemolytic streptococcal (GABHS) pharyngitis.
OBJECTIVE To test the non-inferiority of once-daily (QD) oral amoxicillin to the recommended twice-daily (BID) oral penicillin V in GABHS pharyngitis.
METHODS This was a randomised non-inferiority trial carried out in a school-based clinic in New Zealand. Children presenting with GABHS pharyngitis were randomised to oral amoxicillin 1500 mg QD (or 750 mg if bodyweight was <or=30 kg) or to oral penicillin V 500 mg BID (or 250 mg if bodyweight was <or=20 kg) for 10 days. Observed medication and weekend diary cards were used to monitor adherence.
OUTCOME Eradication of GABHS, determined with follow-up throat cultures on days 3-6, 12-16 and 26-36. GABHS isolates were serotyped to distinguish bacteriological treatment failures (and relapses) from new acquisitions. Non-inferiority was defined as an upper 95% confidence limit (CL) for the difference in success of eradication in the amoxicillin and penicillin V treatment groups of <or=10%.
RESULTS 353 children with positive throat swabs for GABHS were randomised to amoxicillin (n = 177) or penicillin V (n = 176). The upper 95% CL for the differences in positive cultures between the antibiotics was 4.9% at days 3-6, 6.5% at days 12-16 and 8.5% at days 26-36. Treatment failures (including relapses) occurred at each visit in 5.8%, 12.7% and 10.7% of amoxicillin recipients and 6.2%, 11.9% and 11.3% of penicillin V recipients, respectively. No significant differences in resolution of symptoms were noted between treatment groups. One case of unsubstantiated acute rheumatic fever occurred after 7 days of amoxicillin.
CONCLUSION In this adequately powered study, once-daily oral amoxicillin is not inferior to twice-daily penicillin V for the treatment and eradication of GABHS in children with pharyngitis.

"
18503531,"['multi-component social skills intervention', 'Junior Detective Training Program', 'small group sessions , parent training sessions', 'teacher handouts']","A multi-component social skills intervention for children with Asperger syndrome: the Junior Detective Training Program.

BACKGROUND The study aimed to investigate the effectiveness of a new multi-component social skills intervention for children with Asperger syndrome (AS): The Junior Detective Training Program. This 7-week program included a computer game, small group sessions, parent training sessions and teacher handouts.
METHOD Forty-nine children with AS were recruited to participate and randomly assigned to intervention (n = 26) or wait-list control (n = 23) conditions.
RESULTS Relative to children in the wait-list group, program participants showed greater improvements in social skills over the course of the intervention, as indicated by parent-report measures. Teacher-report data also confirmed that children receiving the intervention made significant improvements in social functioning from pre- to post-treatment. Treatment group participants were better able to suggest appropriate emotion-management strategies for story characters at post-intervention than at pre-intervention, whereas control participants were not. However, there was no difference in the improvements made by children in the intervention and control conditions on facial expression and body-posture recognition measures. Follow-up data suggested that treatment gains were maintained by children at 5-months post-intervention.
CONCLUSIONS The Junior Detective Training Program appeared to be effective in enhancing the social skills and emotional understanding of children with AS. Limitations and suggestions for future research are discussed.

"
18544974,"['galacto-oligosaccharides and Lactobacillus GG', 'Lactobacillus GG', 'Lactobacillus GG ( LGG ) and galacto-oligosaccharides ( GOS', 'LGG', 'GOS', 'LGG + GOS']","In school-aged children a combination of galacto-oligosaccharides and Lactobacillus GG increases bifidobacteria more than Lactobacillus GG on its own.

The aim of this study was to compare a combination of Lactobacillus GG (LGG) and galacto-oligosaccharides (GOS) with LGG on its own, and their effects on the intestinal microbiota in school-aged children. The randomized, double-blinded, crossover study comprised 30 healthy children. There were two 3-week study periods with a 4-week wash-out period in between. The children ingested daily 65 ml of milk-based fruit juice containing either LGG alone (6.5 x 10(9) CFU) or LGG plus 2 g of GOS. Symptom diaries were filled during the study periods. Fecal samples were collected at the beginning and end of both study periods. At the end of both study periods, the amount of bifidobacteria was significantly greater after the ingestion of LGG + GOS compared with LGG alone (geometric mean 9.33 x 10(9) vs. 4.28 x 10(9) CFU/g, p < 0.001). No significant differences were seen in the amount of lactobacilli or LGG, nor did gastrointestinal symptoms, defecation frequency, consistency of stools or ease of defecation differ between the two study periods. Ingestion of LGG combined with 2 g of GOS increased the bifidobacteria more than LGG on its own and thus GOS clearly has a prebiotic effect in children. The children tolerated well a daily intake of 2 g of GOS.

"
18773733,"['Vibrotactile stimuli', 'vibrotactile stimulus', 'vibrotaction']","Vibrotactile--auditory interactions are post-perceptual.

Vibrotactile stimuli can elicit compelling auditory sensations, even when sound energy levels are minimal and undetectable. It has previously been shown that subjects judge auditory tones embedded in white noise to be louder when they are accompanied by a vibrotactile stimulus of the same frequency. A first experiment replicated this result at four different levels of auditory stimulation (no tone, tone at detection threshold, tone at 5 dB above threshold, and tone at 10 dB above threshold). The presence of a vibrotactile stimulus induced an increase in the perceived loudness of auditory tones at three of the four values in this range. In two further experiments, a 2-interval forced-choice procedure was used to assess the nature of this cross-modal interaction. Subjects were biased when vibrotaction was applied in one interval, but applying vibrotaction in both intervals produced performance comparable to conditions without vibrotactile stimuli. This demonstrates that vibrotaction is sometimes ignored when judging the presence of an auditory tone. Hence the interaction between vibrotaction and audition does not appear to occur at an early perceptual level.

"
18783504,"['bupropion sustained-release', 'bupropion sustained-release ( SR', 'bupropion SR', 'placebo']","Psychological mediators of bupropion sustained-release treatment for smoking cessation.

AIM The study aimed to test simultaneously our understanding of the effects of bupropion sustained-release (SR) treatment on putative mediators and our understanding of determinants of post-quit abstinence, including withdrawal distress, cigarette craving, positive affect and subjective reactions to cigarettes smoked during a lapse. The specificity of bupropion SR effects was also tested in exploratory analyses.
DESIGN Data from a randomized, placebo-controlled clinical trial of bupropion SR were submitted to mediation analyses.
SETTING Center for Tobacco Research and Intervention, Madison, WI, USA.
PARTICIPANTS A total of 403 adult, daily smokers without contraindications to bupropion SR use.
INTERVENTION Participants were assigned randomly to receive a 9-week course of bupropion SR or placebo pill and to receive eight brief individual counseling sessions or no counseling.
MEASUREMENTS Ecological momentary assessment ratings of smoking behavior and putative mediators were collected pre- and post-quit.
FINDINGS Results of structural equation and hierarchical linear models did not support the hypothesis that bupropion SR treatment improves short-term abstinence by reducing withdrawal distress or affecting the subjective effects of a lapse cigarette, but provided partial support for mediation by cigarette craving reduction and enhanced positive affect. Bupropion SR effects on point-prevalence abstinence at 1 month post-quit were also mediated partially by enhanced motivation to quit and self-efficacy.
CONCLUSIONS Results provided some support for models of bupropion SR treatment and relapse and suggested that motivational processes may partially account for bupropion SR efficacy.

"
18845996,"['doxorubicin', 'pegylated liposomal doxorubicin', 'doxorubicin ( DOX', 'pegylated liposomal formulation ( PLD', 'DOX', 'PLD']","Identifying patients at high risk for neutropenic complications during chemotherapy for metastatic breast cancer with doxorubicin or pegylated liposomal doxorubicin: the development of a prediction model.

OBJECTIVE To develop a cycle-based risk prediction model for neutropenic complications (NC) during chemotherapy with doxorubicin (DOX) or a pegylated liposomal formulation (PLD) for patients with metastatic breast cancer (MBC).
METHODS Data analyzed was from a phase III, randomized clinical trial of DOX (60 mg/m(2) every 3 weeks) or PLD (50 mg/m(2) every 4 weeks) for the first line therapy for MBC (n = 509) (O'Brien et al, Ann Oncol. 2004;15:440-449). NC were defined as an absolute neutrophil count < or =1.5 x 10(9) cells/L (ie, > or =grade II) before the next cycle, febrile neutropenia or neutropenia with a documented infection. Patient and hematologic factors potentially associated with NC were evaluated. Factors with a P value of < or =0.25 within a cycle were included in a generalized estimating equations regression model. Using backward elimination, we derived a risk scoring algorithm (range 0-63) from the final reduced model.
RESULTS Risk factors retained in the model included poor performance status, absolute neutrophil count < or =2.0 x 10(9) cells/L in the previous cycle, the first cycle of chemotherapy, DOX versus PLD and advanced age. A precycle risk score from > or =25 to <40 for a given patient was identified as being the optimal threshold for sensitivity (58.0%) and specificity (78.7%). Patients with a score at or beyond this threshold would be considered at high risk for developing NC in later cycles.
CONCLUSION The use of this model may enhance patient care by targeting preventative therapies (eg, granulocyte colony stimulating factor or PLD) to those MBC patients most likely to experience NC during anthracycline-based chemotherapy.

"
18958161,"[""images of the subjects ' own face and to faces of others"", 'their own face and a gender-matched other face', 'images', 'self- and other-processing']","Neural basis of self and other representation in autism: an FMRI study of self-face recognition.

BACKGROUND Autism is a developmental disorder characterized by decreased interest and engagement in social interactions and by enhanced self-focus. While previous theoretical approaches to understanding autism have emphasized social impairments and altered interpersonal interactions, there is a recent shift towards understanding the nature of the representation of the self in individuals with autism spectrum disorders (ASD). Still, the neural mechanisms subserving self-representations in ASD are relatively unexplored.
METHODOLOGY/PRINCIPAL FINDINGS We used event-related fMRI to investigate brain responsiveness to images of the subjects' own face and to faces of others. Children with ASD and typically developing (TD) children viewed randomly presented digital morphs between their own face and a gender-matched other face, and made ""self/other"" judgments. Both groups of children activated a right premotor/prefrontal system when identifying images containing a greater percentage of the self face. However, while TD children showed activation of this system during both self- and other-processing, children with ASD only recruited this system while viewing images containing mostly their own face.
CONCLUSIONS/SIGNIFICANCE This functional dissociation between the representation of self versus others points to a potential neural substrate for the characteristic self-focus and decreased social understanding exhibited by these individuals, and suggests that individuals with ASD lack the shared neural representations for self and others that TD children and adults possess and may use to understand others.

"
18975051,['iopamidol'],"Bolus injection of contrast agents with various iodine concentrations and delivery rates for intracranial three-dimensional CT angiography: evaluation of intracranial arteriovenous contrast using a multidetector-row CT scanner.

PURPOSE We evaluated the difference in computed tomography (CT) attenuation values of the intracranial arterial and venous systems among the various contrast injection protocols (higher iodine delivery rate or higher concentration of the agent) on the source images of intracranial three-dimensional CT angiography (3D-CTA) using a multidetector-row CT (MDCT) scanner.
MATERIALS AND METHODS We used 100 ml of iopamidol 300 at an injection rate of 3.0 ml/s, 100 ml of iopamidol 300 at an injection rate of 3.7 ml/s, and 80 ml of iopamidol 370 at an injection rate of 3.0 ml/s. There were 10 patients in each group. Attenuation values of the bilateral internal carotid arteries (ICAs), basilar artery trunk, bilateral cavernous sinuses (CSs), and Galenic vein were measured quantitatively on the axial CT angiographic source images obtained by four-channel MDCT.
RESULTS Injection of the high-concentration contrast with a higher iodine-delivery rate achieved good arteriovenous contrast at the cavernous portion. With the same rate of iodine delivery, injection of the intermediate concentrate agent increased the CT value of not only the ICAs but also the CSs.
CONCLUSION High-concentration contrast could increase ICA attenuation without intracavernous attenuation gain during the ""first-pass"" phase.

"
19096921,"['medication', 'parent training', 'risperidone', 'structured parent training']","Trial design challenges when combining medication and parent training in children with pervasive developmental disorders.

This paper presents the rationale for a 24-week, randomized trial designed to test whether risperidone plus structured parent training would be superior to risperidone only on measures of noncompliance, irritability and adaptive functioning. In this model, medication reduces tantrums, aggression and self-injury; parent training promotes improvement in noncompliance and adaptive functioning. Thus, medication and parent training target related, but separate, outcomes. At week 24, the medication was gradually withdrawn to determine whether subjects in the combined treatment group could be managed on a lower dose or off medication without relapse. Both symptom reduction and functional improvement are important clinical treatment targets. Thus, experimental evidence on the beneficial effects of combining pharmacotherapy and exportable behavioral interventions is needed to guide clinical practice.

"
19108790,"['propofol , droperidol', 'metoclopramide', 'propofol', 'placebo', 'droperidol', 'placebo ( isotonic saline', 'sevoflurane', 'oxygen']","Comparison of propofol, droperidol, and metoclopramide for prophylaxis of postoperative nausea and vomiting after breast cancer surgery: a prospective, randomized, double-blind, placebo-controlled study in Japanese patients.

BACKGROUND Breast cancer surgery performed with the patient under general anesthesia has been associated with a relatively high incidence of postoperative nausea and vomiting (PONV). Between 60% and 80% of patients who undergo mastectomy (with axillary dissection) experience PONV. We previously reported that propofol at a subhypnotic dose of 0.5 mg/kg was more effective than placebo in preventing PONV in women who undergo mastectomy.
OBJECTIVE The purpose of this study was to compare the efficacy of a subhypnotic dose of propofol with the conventional antiemetics droperidol and metoclopramide for the prophylaxis of PONV after breast cancer surgery in Japanese patients.
METHODS In this prospective, randomized, double-blind, placebo-controlled study, Japanese women were randomized to 1 of 4 groups to receive IV administration of propofol 0.5 mg/kg, droperidol 20 microg/kg, metoclopramide 0.2 mg/kg, or placebo (isotonic saline) immediately after skin suture. A standard general anesthetic technique, including sevoflurane and air in oxygen, was used. All episodes of PONV during the first 24 hours after anesthesia administration were recorded by an investigator who was blinded to treatment assignment. The investigator questioned the patients as to whether they experienced extrapyramidal symptoms. To maintain the integrity of the study results, none of the patients received preanesthetic medication.
RESULTS A total of 100 women (mean [SD] age, 52 [7] years; height, 154 [6] cm; weight, 54 [7] kg) were included in the study. Each study group comprised 25 patients. There were no significant differences between treatment groups with regard to patient demographics, surgery type, or awakening time. The prevalences of PONV 0 to 24 hours after anesthesia were 28% with propofol (P = 0.005), 32% with droperidol (P = 0.011), and 60% with metoclopramide (P = NS), compared with placebo (68%). No significant difference in the prevalence of PONV was found between patients receiving propofol and those receiving droperidol, and propofol and droperidol were associated with significantly lower prevalences of PONV compared with metoclopramide (P = 0.022 and P = 0.043, respectively). Extrapyramidal symptoms were not reported in any of the groups.
CONCLUSIONS The prevalences of PONV were not significantly different between propofol 0.5 mg/kg and droperidol 20 microg/kg 0 to 24 hours after anesthesia in this small, select group of Japanese women who underwent breast cancer surgery. The prevalences of PONV were significantly lower with propofol and droperidol compared with metoclopramide 0.2 mg/kg and placebo.

"
19159999,"['nifedipine sustained release', 'Ginkgo biloba extract', 'nifedipine sustained release ( nifedipine SR', 'nifedipine SR']","To compare the efficacy and safety of nifedipine sustained release with Ginkgo biloba extract to treat patients with primary Raynaud's phenomenon in South Korea; Korean Raynaud study (KOARA study).

This study examined the efficacy and safety of nifedipine sustained release (nifedipine SR) compared with Ginkgo biloba extract as treatment for primary Raynaud's phenomenon (RP) in Korea. Primary RP were screened and assigned to either the nifedipine SR group (Group N) or the Ginkgo biloba extract group (Group G) in the ratio of 2:1. After a run-in period of 2 weeks, patients received treatment for 8 weeks. We observed the percent improvement of the RP attack rate between before and after the 8-week treatment. Ninety-three subjects were randomly assigned. The percent improvement in Group N was 50.1% at 8 weeks after treatment, while it was 31.0% in Group G (p = 0.03). No serious adverse events occurred, and almost adverse events were mild and improved without specific treatment. nifedipine SR was more effective than Ginkgo biloba extract for treatment of primary RP in Korean patients. Both drugs were tolerable with primary RP patients.

"
19301724,"['continuous femoral nerve block ( CFNB', 'continuous epidural infusion ( CEI', 'femoral nerve block ( FNB', 'CEI', 'levobupivacaine', 'morphine', 'CFNB']","A comparison of continuous femoral nerve block (CFNB) and continuous epidural infusion (CEI) in postoperative analgesia and knee rehabilitation after total knee arthroplasty (TKA).

BACKGROUND Postoperative epidural analgesia (EA) and femoral nerve block (FNB) provided effective pain relief However, EA has common side effects such as nausea, vomiting, pruritus, dizziness, and hypotension. Some investigations found that those side effects were less in FNB than in EA. However the analgesic equivalent of both techniques have not been confirmed.
OBJECTIVE The authors compared continuous epidural infusion (CEI) with continuous femoral nerve block (CFNB) regarding the postoperative analgesic efficacy, side effects, postoperative knee rehabilitation, and hospital length of stay (LOS).
MATERIAL AND METHOD In this prospective, randomized controlled study, 61 ASA physical status I-III patients scheduled for elective unilateral total knee arthroplasty (TKA) under spinal anesthesia (SA) participated. The patients were allocated into two groups. In the ward, patients in Group I (CEI) were maintained by continuous infusion of 0.125% levobupivacaine with morphine 0.0125 mg/ml (4 ml/hr), Group II (CFNB) were maintained by 0.125% levobupivacaine (8 ml/hr).
RESULTS Patients in the CFNB group, the VAS scores at PO6-12 hr and tramadol IV requirement were significantly greater than the CEI group (VAS: PO6 hr p-value = 0.001, PO12 hr p-value = 0.004). Patients in the CEI group experienced dizziness, pruritus, and PONV more than the CFNB group significantly. Patient satisfaction was greater with the CFNB group although postoperative knee rehabilitation and the hospital LOS were not different.
CONCLUSION CFNB represents the optimal analgesia with fewer side effects and greater patient, satisfaction. The rehabilitation indices and duration of hospital stay are comparable in both groups.

"
19376304,"['warfarin', 'dabigatran . Vitamin K antagonists', 'Dabigatran etexilate', 'dabigatran']","Rationale and design of RE-LY: randomized evaluation of long-term anticoagulant therapy, warfarin, compared with dabigatran.

Vitamin K antagonists (VKAs) are effective for stroke prevention in patients with atrial fibrillation (AF) but are difficult to use. Dabigatran etexilate is a prodrug that is rapidly converted to the active direct thrombin inhibitor dabigatran. It is administered in a fixed dose without laboratory monitoring and is being compared with warfarin (international normalized ratio 2-3) in the RE-LY trial. Two doses of dabigatran (110 and 150 mg BID) are being evaluated. RE-LY is a phase 3, prospective, randomized, open-label multinational (44 countries) trial of patients with nonvalvular AF and at least 1 risk factor for stroke. Recruitment concluded with a total of 18,113 patients. Patients who were VKA-naive and experienced are included in balanced proportions. The primary outcome is stroke (including hemorrhagic) or systemic embolism. Safety outcomes are bleeding, liver function abnormalities, and other adverse events. Adjudication of end points is blinded to drug assignment. The trial is expected to accrue a minimum of 450 events with a minimum 1-year of follow-up. RE-LY is the largest AF stroke prevention trial yet undertaken. It is unique because it includes equal numbers of VKA-experienced and naive patients and evaluates 2 different dosages of dabigatran, which may allow tailoring of dosing to individual patient needs. The worldwide site distribution and broad range of stroke risk further increase the general applicability of the trial. Results are expected in 2009.

"
1963383,"['liu wei di huang', 'jin gui shen qi', 'Kidney-tonifying decoction ( Liu Wei Di Huang', 'Chinese herb', 'Kidney-tonifying decoction', 'Chinese Kidney-tonifying decoction']","[Effect of liu wei di huang or jin gui shen qi decoction as on adjuvant treatment in small cell lung cancer].

Eighty-three patients with small cell lung cancer were randomized with or without using a traditional Chinese Kidney-tonifying decoction (Liu Wei Di Huang or Jin Gui Shen Qi medicinal decoction) in chemotherapy or radiotherapy courses. 74 patients were availble to be analysis. The two treatment groups were well-matched in age, sex, stage and performance status. There was a statistically significant difference in response rate and the median survival between two groups. The overall response rate (CR+PR) was 91.5% for Chinese herb group and 46.9% for control group (P less than 0.001). The median survival was 16 months for the traditional Chinese Kidney-tonifying decoction group, and 10 months for the control group (P less than 0.05). Survival curve (Kaplan-meire's) of the Chinese herb group was better than that of the control group. 10 patients of Chinese herb group was alive beyond more than 2 years. Until now, 4 patients in the Chinese herb group, one in the control group are still enjoying their disease-free life for more than 7 years. Hematologic toxicities were observed much frequently in the patients of the control group (P less than 0.005 and 0.01/WBC and BPC). Results of animal experiments with the same traditional medicinal decoctions as used in clinic have showed immuno-enhancement activities. These results have showed that the traditional Chinese Kidney-tonifying decoction may enhance non-specific immunology activities and may be much useful for solid cancer patients as an adjuvant treatment.

"
1968178,"['self-inflation of the cuff', 'just wearing the inflated cuff', 'Inflating the cuff', 'inflated cuff', 'cuff inflation', 'inflate their cuff']","Effects of cuff inflation on self-recorded blood pressure.

Changes in continuously recorded 'Finapres' finger blood pressure in ten normotensive and seven hypertensive subjects induced by self-inflation of the cuff or just wearing the inflated cuff were studied. Inflating the cuff caused an instantaneous rise in systolic blood pressure of 13 and 12 mm Hg (hypertensive and normotensive subjects, respectively). Wearing the inflated cuff did not change blood pressure. Thus the rise in pressure was related to the muscular activity required for cuff inflation. Systolic blood pressure took on average 7 s and at most 21 s to return to baseline level after stopping cuff inflation. Since first Korotkoff sounds may already be heard after 10-15 s when following recommended procedures, self-recorded systolic blood pressure may be recorded as too high when subjects inflate their cuff at too low a pressure or deflate it too fast.

"
19708562,"['transcranial electrostimulation', 'traditional treatment', 'transcranial electrotherapy', 'traditional therapy plus electrostimulation']","[Effect of transcranial electrostimulation on clinical and laboratory characteristics in patients with gastric ulcer].

The study included 100 patients with gastric ulcer aged from 16 to 60 years. In 58 patients, traditional treatment was supplemented by transcranial electrotherapy using a TRANSAIR-02 apparatus. Laboratory studies included measurements of lactoferrin (LF) and tumour necrosis factor-alpha (TNF-alpha), besides standard analyses. Combined treatment (traditional therapy plus electrostimulation) resulted in a significant reduction in duration of the main symptoms of the gastric ulcer depending on the severity of ulceration process, patients' age and sex. Moreover, it facilitated ulcer scarring and had beneficial effect on dynamics of serum LF and TNF-alpha levels.

"
19727232,"['auditory integrative training', 'auditory integrative training ( AIT']","[Effects of auditory integrative training on autistic children].

OBJECTIVE To explore the short-term treatment effect of the auditory integrative training on autistic children and provide them with clinical support for rehabilitative treatment.
METHODS A total of 81 cases of autistic children were selected through the standard of DSM-4 and clinical case study was used. They were divided randomly into experimental group and control one, and respectively received auditory integrative training and no training based on the multiple therapies. The patients were investigated using clinical manifestation and Autism Behavior Checklist (ABC) and intelligence quotient (IQ) before and after six months of treatment. The effect was evaluated through the changes of clinical manifestations and scores of ABC and IQ. The changes of scores of IQ were determined with Gesell and WPPSI or WISC-R.
RESULTS Compared with 40 patients of the control group after the six months of the auditory integrative training, 41 of the experimental group had greatly improved in many aspects, such as the disorders of their language, social interactions and typical behavior symptoms while they had not changed in their abnormal behaviors. The scores of IQ or DQ had increased and scores of ABC had dropped. The differences between the two groups were greatly significant in statistics (P < 0.01). The decreasing level of both ABC scores and the increasing level of the IQ scores were negatively correlated with age, and the decreasing level of ABC scores was in line regression(positive correlation) with base IQ.
CONCLUSION The treatment of auditory integrative training (AIT) could greatly improve on language disorders, the difficulties of social interactions, typical behavior symptoms and developmental levels,therefore it is positive to the autistic children in its short-term treatment effect.

"
19802506,"['weight training', 'weight training exercises', 'risedronate , calcium', 'vitamin D', 'strength/weight training ( ST ) exercises', 'exercise plus medication', 'medication', 'calcium', 'risedronate', 'exercise', 'ST exercises', 'exercising', 'exercised', 'Strength/weight training exercises']","The effect of weight training on bone mineral density and bone turnover in postmenopausal breast cancer survivors with bone loss: a 24-month randomized controlled trial.

SUMMARY This study examined whether 24 months of weight training exercises enhanced the effectiveness of risedronate, calcium, and vitamin D in maintaining or improving bone mineral density (BMD) in 223 postmenopausal breast cancer survivors. Subjects who were > or =50% adherent to exercise had no improvement in BMD but were less likely to lose BMD.
INTRODUCTION This study examined whether (1) postmenopausal breast cancer survivors (BCS) with bone loss taking 24 months of risedronate, calcium, and vitamin D had increased bone mineral density (BMD) at the total hip, femoral neck, L1-L4 spine, total radius and 33% radius, and decreased bone turnover; (2) subjects who also participated in strength/weight training (ST) exercises had greater increases in BMD and greater decreases in bone turnover; and (3) subjects who also exercised were more likely to preserve (at least maintain) BMD.
METHODS Postmenopausal BCS (223) were randomly assigned to exercise plus medication or medication only groups. Both groups received 24 months of 1,200 mg of calcium and 400 IU of vitamin D daily and 35 mg of risedronate weekly, and the exercise group additionally had ST exercises twice weekly.
RESULTS After 24 months, women who took medications without exercising had significant improvements in BMD at the total hip (+1.81%) and spine (+2.85%) and significant decreases in Alkphase B (-8.7%) and serum NTx (-16.7%). Women who also exercised had additional increases in BMD at the femoral neck (+0.29%), total hip (+0.34%), spine (+0.23%), total radius (+0.30%), and additional decreases in Alkphase B (-2.4%) and Serum NTx (-6.5%). Additional changes in BMD and bone turnover with exercise were not significant. Subjects who were > or =50% adherent to exercise were less likely to lose BMD at the total hip (chi-square [1] = 4.66, p = 0.03) and femoral neck (chi-square [1] = 4.63, p = 0.03).
CONCLUSION Strength/weight training exercises may prevent loss of BMD in postmenopausal BCS at risk for bone loss.

"
20147856,"['gemcitabine', 'S-1', 'of gemcitabine', 'with S-1', 'oral S-1', 'with gemcitabine', 'of gemcitabine and S-1']","Randomized phase II study of two different schedules of gemcitabine and oral S-1 in chemo-naïve patients with advanced non-small cell lung cancer.

INTRODUCTION This study was conducted to evaluate the efficacy and safety and to compare dosing schedules of gemcitabine combined with S-1 in chemo-naïve non-small cell lung cancer patients.
METHODS Patients with chemo-naïve stage IIIB/IV non-small cell lung cancer were randomized into two treatment arms. Patients were given oral S-1 (60 mg/m/d, twice a day) from days 1 to 14 with gemcitabine (1000 mg/m/d) on days 1 and 8 (arm A) or on days 8 and 15 (arm B). This cycle was repeated every 21 days.
RESULTS A total of 80 patients were entered in this trial. The primary end point of this study was response rate. The response rates of arm A and arm B were 22.0 and 28.9%, respectively (p = 0.606). Median time to treatment failure in arm A was 3.6 months and 4.8 months in arm B. Median time to progression in arm A was 4.1 months and 5.5 months in arm B. Median survival time in arm A and arm B was 15.5 months and 18.8 months, respectively. The toxicity profile was relatively mild and did not differ very much between two arms.
CONCLUSION The combination of gemcitabine and S-1 was determined to be feasible and effective for advanced non-small cell lung cancer. We selected arm B for further studies because of its higher response rate and survival data.

"
